Mes;Medio
01/01/2022;2.857.120.694,00
01/02/2022;3.157.534.033,00
01/03/2022;2.827.872.299,00
01/04/2022;3.158.949.420,00
01/05/2022;3.284.515.518,00
01/06/2022;3.140.693.757,00
01/07/2022;3.172.952.016,00
01/08/2022;3.272.218.541,00
01/09/2022;3.343.171.454,00
01/10/2022;3.340.425.136,00
01/11/2022;3.320.739.792,00
01/12/2022;3.201.773.169,00
01/01/2023;2.754.709.615,00
01/02/2023;2.732.542.939,00
01/03/2023;2.708.387.776,00
01/04/2023;2.566.285.868,00
